Time,Nb_Sat,Latitude,Longitude,Altitude,Temp_Int,Temp_BME,Temp_Ext,Pression,Humidité,Dose_uSvh,Cpm,U_batt,I_batt,Charge_batt
12:42:05,11,47.932617,0.303128,17901.4,9.9,5.7,1.0,83.3,6.5,2.3,121.2,11.5,-227.5,1203.8
12:42:15,11,47.932747,0.303707,17952.6,9.9,5.1,1.0,82.6,6.6,2.3,121.2,11.5,-227.9,1203.1
12:42:25,11,47.932755,0.304335,18001.1,9.8,5.6,1.0,82.0,6.6,2.3,120.2,11.5,-231.1,1202.4
12:42:35,11,47.932564,0.305018,18047.8,9.8,5.5,1.0,81.4,6.6,2.3,119.4,11.5,-338.7,1201.7
12:42:45,11,47.932137,0.305677,18098.4,9.6,5.4,1.0,80.7,6.6,2.2,118.9,11.5,-229.2,1201.0
12:42:55,11,47.931747,0.306092,18145.6,9.5,5.4,1.0,80.2,6.7,2.2,118.2,11.5,-227.9,1200.3
12:43:05,11,47.931461,0.306235,18195.2,9.5,5.3,1.0,79.5,6.7,2.2,117.7,11.5,-226.9,1199.7
12:43:15,11,47.931316,0.306292,18248.5,9.4,4.7,1.0,78.8,6.8,2.2,117.3,11.5,-222.1,1199.0
12:43:25,11,47.931145,0.306215,18324.5,9.4,5.2,1.0,77.9,6.7,2.2,116.6,11.5,-224.0,1198.4
12:43:35,11,47.930981,0.306757,18434.2,9.2,5.1,1.0,76.8,6.7,2.2,115.8,11.5,-246.5,1197.7
12:43:45,11,47.930828,0.306912,18486.7,9.2,5.1,1.0,76.0,6.6,2.2,115.1,11.5,-236.4,1197.0
12:43:55,11,47.930805,0.306965,18534.3,9.1,5.0,1.0,75.4,6.6,2.2,114.5,11.5,-222.5,1196.4
12:44:05,11,47.930904,0.306967,18589.7,9.1,5.0,1.0,74.8,6.6,2.2,115.6,11.5,-227.1,1195.7
12:44:15,11,47.931107,0.306962,18642.3,9.0,4.9,1.0,74.3,6.7,2.2,115.9,11.5,-222.2,1195.0
12:44:25,11,47.931316,0.307180,18693.7,9.0,4.8,1.0,73.6,6.7,2.2,115.6,11.5,-225.3,1194.4
12:44:35,11,47.931480,0.307328,18740.8,8.9,4.8,1.0,73.1,6.7,2.2,114.6,11.5,-305.0,1193.7
12:44:45,11,47.931664,0.307683,18796.9,8.9,4.7,1.0,72.5,6.8,2.1,113.9,11.5,-224.0,1193.0
12:44:55,11,47.931889,0.308067,18851.1,8.8,4.7,1.0,71.9,6.8,2.1,113.5,11.5,-253.3,1192.4
12:45:25,11,47.931911,0.308495,19012.5,8.5,4.5,1.0,70.1,6.9,2.1,113.1,11.5,-330.2,1189.7
12:47:05,11,47.932381,0.309042,19564.3,8.0,4.1,1.0,64.5,7.2,2.2,117.5,11.5,-228.8,1180.5
12:47:15,11,47.932217,0.308932,19616.2,8.0,3.4,1.0,63.9,7.2,2.2,117.2,11.5,-232.3,1179.9
12:47:25,11,47.932186,0.308717,19669.1,7.9,4.0,1.0,63.4,7.2,2.2,117.4,11.5,-229.3,1179.2
12:47:35,10,47.932148,0.308620,19725.7,7.9,3.9,1.0,63.0,7.2,2.2,117.5,11.4,-359.6,1178.6
12:47:45,11,47.932083,0.308618,19780.1,7.9,3.9,1.0,62.3,7.2,2.2,116.9,11.5,-228.4,1177.8
12:47:55,11,47.932007,0.308505,19832.4,7.8,3.8,1.0,61.9,7.3,2.2,116.7,11.5,-231.1,1177.1
12:48:05,11,47.931976,0.308097,19887.2,7.8,3.8,1.0,61.4,7.3,2.2,116.2,11.5,-231.1,1176.4
12:48:15,11,47.932003,0.307552,19942.4,7.8,3.2,1.0,60.8,7.4,2.2,115.9,11.5,-241.3,1175.8
12:48:25,11,47.932060,0.307153,19994.9,7.6,3.7,1.0,60.4,7.4,2.2,116.0,11.5,-241.9,1175.1
12:48:45,11,47.932289,0.306028,20107.3,7.5,3.7,1.0,59.3,7.4,2.2,115.6,11.5,-223.4,1173.7
12:48:55,11,47.932480,0.305522,20164.8,7.5,3.6,1.0,58.9,7.4,2.2,115.1,11.5,-224.6,1173.1
12:49:05,11,47.932716,0.305110,20215.3,7.5,3.6,1.0,58.4,7.5,2.2,115.1,11.5,-225.2,1172.5
12:49:15,11,47.932999,0.304952,20273.3,7.4,3.6,1.0,57.9,7.5,2.2,115.2,11.5,-221.0,1171.8
12:49:25,11,47.933186,0.304820,20327.7,7.4,3.5,1.0,57.5,7.5,2.2,115.2,11.5,-227.5,1171.2
12:49:35,10,47.933292,0.304557,20386.0,7.4,3.5,1.0,56.9,7.5,2.2,115.2,11.5,-247.6,1170.5
12:49:45,11,47.933075,0.304082,20442.6,7.2,3.5,1.0,56.5,7.5,2.2,115.2,11.5,-228.3,1169.8
12:49:55,11,47.932938,0.303463,20493.6,7.2,3.5,1.0,56.0,7.5,2.2,114.8,11.5,-262.7,1169.1
12:52:05,11,47.934937,0.293877,21200.8,6.9,3.2,1.0,50.5,7.9,2.2,114.0,11.4,-245.1,1157.0
12:52:15,11,47.935184,0.293412,21262.2,6.8,2.6,1.0,49.9,7.9,2.1,113.9,11.4,-227.2,1156.3
12:52:25,11,47.935413,0.293025,21317.7,6.8,3.1,1.0,49.6,7.9,2.1,113.9,11.4,-229.4,1155.7
12:52:35,11,47.935520,0.292433,21370.8,6.8,3.1,1.0,49.3,7.9,2.1,113.6,11.4,-361.1,1155.0
12:52:45,11,47.935638,0.291737,21431.4,6.8,3.1,1.0,48.8,8.0,2.1,113.9,11.4,-229.3,1154.3
12:52:55,11,47.935772,0.291412,21488.8,6.8,3.1,1.0,48.4,8.0,2.2,114.3,11.4,-229.4,1153.6
12:53:05,11,47.935867,0.291320,21542.5,6.6,3.1,1.0,48.0,8.0,2.2,114.1,11.4,-227.9,1153.0
12:53:15,11,47.935978,0.291178,21598.5,6.6,2.5,1.0,47.5,8.1,2.1,113.7,11.4,-227.7,1152.4
12:53:25,11,47.936146,0.290915,21656.1,6.6,3.1,1.0,47.2,8.1,2.1,113.9,11.4,-233.8,1151.7
12:53:35,11,47.936226,0.290587,21712.8,6.6,3.1,1.0,46.7,8.1,2.2,114.3,11.4,-364.5,1151.0
12:53:45,11,47.936157,0.290115,21768.0,6.6,3.0,1.0,46.3,8.1,2.1,113.5,11.4,-249.2,1150.3
12:53:55,11,47.936192,0.289438,21822.8,6.6,3.0,1.0,45.9,8.1,2.1,113.2,11.4,-230.3,1149.6
12:54:05,11,47.936268,0.288455,21881.5,6.5,3.0,1.0,45.7,8.1,2.1,112.9,11.4,-229.9,1148.9
12:54:15,11,47.936531,0.287367,21942.6,6.5,3.0,1.0,45.1,8.1,2.1,113.6,11.4,-225.0,1148.2
